x,y,z
2.2446610927581787,2.9523870944976807,2.904935836791992
2.2477078437805176,2.955042600631714,2.9035215377807617
2.2477078437805176,2.955042600631714,2.9035215377807617
2.2470929622650146,2.9545516967773438,2.9019346237182617
2.2442543506622314,2.954798936843872,2.9022302627563477
2.2442543506622314,2.954798936843872,2.9022302627563477
2.242013692855835,2.959237813949585,2.9051566123962402
2.242013692855835,2.959237813949585,2.9051566123962402
2.2466986179351807,2.9613993167877197,2.901651382446289
2.250333786010742,2.9651947021484375,2.8994498252868652
2.250333786010742,2.9651947021484375,2.8994498252868652
2.255801200866699,2.9685463905334473,2.895768165588379
2.255801200866699,2.9685463905334473,2.895768165588379
2.254000663757324,2.973874568939209,2.9001102447509766
2.2516722679138184,2.973994731903076,2.902226686477661
2.2516722679138184,2.973994731903076,2.902226686477661
2.248732089996338,2.9718852043151855,2.9038126468658447
2.248732089996338,2.9718852043151855,2.9038126468658447
2.2510664463043213,2.9715209007263184,2.901390314102173
2.2544403076171875,2.9733989238739014,2.8991916179656982
2.2544403076171875,2.9733989238739014,2.8991916179656982
2.2596993446350098,2.9766998291015625,2.897021532058716
2.2596993446350098,2.9766998291015625,2.897021532058716
2.2586588859558105,2.9768972396850586,2.8978304862976074
2.254208564758301,2.976325511932373,2.900700569152832
2.254208564758301,2.976325511932373,2.900700569152832
2.247673988342285,2.9742624759674072,2.903862714767456
2.247673988342285,2.9742624759674072,2.903862714767456
2.2485365867614746,2.9723753929138184,2.901768445968628
2.2539820671081543,2.971914052963257,2.897200107574463
2.2539820671081543,2.971914052963257,2.897200107574463
2.2581939697265625,2.9727461338043213,2.894787311553955
2.2581939697265625,2.9727461338043213,2.894787311553955
2.2566986083984375,2.970292568206787,2.8938708305358887
2.2566232681274414,2.9691293239593506,2.8942856788635254
2.2566232681274414,2.9691293239593506,2.8942856788635254
2.244825601577759,2.9652178287506104,2.899451971054077
2.244825601577759,2.9652178287506104,2.899451971054077
2.247579574584961,2.9678268432617188,2.900066375732422
2.247579574584961,2.9678268432617188,2.900066375732422
2.2474722862243652,2.966740369796753,2.898334503173828
2.2513198852539062,2.9665145874023438,2.8963205814361572
2.2513198852539062,2.9665145874023438,2.8963205814361572
2.2565155029296875,2.9674134254455566,2.8934969902038574
2.2543530464172363,2.967503070831299,2.8948400020599365
2.2543530464172363,2.967503070831299,2.8948400020599365
2.255481719970703,2.964611291885376,2.892302989959717
2.255481719970703,2.964611291885376,2.892302989959717
2.2567501068115234,2.962862491607666,2.8910984992980957
2.2567501068115234,2.962862491607666,2.8910984992980957
2.258042812347412,2.963512659072876,2.89088773727417
2.257350206375122,2.964448928833008,2.892376184463501
2.257350206375122,2.964448928833008,2.892376184463501
2.25815749168396,2.9646942615509033,2.89125394821167
2.2570786476135254,2.961648464202881,2.889540433883667
2.2570786476135254,2.961648464202881,2.889540433883667
2.259474992752075,2.961042642593384,2.888599157333374
2.259474992752075,2.961042642593384,2.888599157333374
2.2568066120147705,2.9609477519989014,2.8900742530822754
2.2568066120147705,2.9609477519989014,2.8900742530822754
2.258580446243286,2.960548162460327,2.8890092372894287
2.257309675216675,2.958383321762085,2.888096332550049
2.257309675216675,2.958383321762085,2.888096332550049
2.2569446563720703,2.956364154815674,2.8860557079315186
2.258739709854126,2.9575023651123047,2.8850176334381104
2.258739709854126,2.9575023651123047,2.8850176334381104
2.2569379806518555,2.955531120300293,2.883993148803711
2.2569379806518555,2.955531120300293,2.883993148803711
2.258890151977539,2.9538486003875732,2.8824143409729004
