x,y,z
3.5553605556488037,3.4750149250030518,3.913578510284424
3.555835723876953,3.4755072593688965,3.914447546005249
3.5553154945373535,3.475275993347168,3.9142279624938965
3.5559275150299072,3.476177930831909,3.914490222930908
3.5559275150299072,3.476177930831909,3.914490222930908
3.555979013442993,3.475923538208008,3.91347074508667
3.558591604232788,3.4819328784942627,3.916572093963623
3.562150716781616,3.479452610015869,3.9193506240844727
3.560502529144287,3.4778494834899902,3.918286085128784
3.560502529144287,3.4778494834899902,3.918286085128784
3.5609421730041504,3.478004217147827,3.9194626808166504
3.562885046005249,3.47446346282959,3.9202561378479004
3.5627853870391846,3.473588228225708,3.920687198638916
3.564507007598877,3.4739041328430176,3.921555519104004
3.564507007598877,3.4739041328430176,3.921555519104004
3.56718111038208,3.4766509532928467,3.9245848655700684
3.566166400909424,3.4803409576416016,3.9247758388519287
3.5651257038116455,3.4851205348968506,3.9245314598083496
3.565277576446533,3.4887924194335938,3.9234979152679443
3.565277576446533,3.4887924194335938,3.9234979152679443
3.563894510269165,3.4921247959136963,3.922107219696045
3.5645134449005127,3.492436647415161,3.921079397201538
3.5633363723754883,3.4922475814819336,3.9198362827301025
3.5613951683044434,3.4912054538726807,3.9184162616729736
3.560809850692749,3.490971803665161,3.9178459644317627
3.560809850692749,3.490971803665161,3.9178459644317627
3.5596752166748047,3.4902119636535645,3.9167966842651367
3.5592458248138428,3.4920849800109863,3.917468786239624
3.5588858127593994,3.492537498474121,3.916996717453003
3.5588858127593994,3.492537498474121,3.916996717453003
3.5594823360443115,3.4953598976135254,3.917937755584717
3.560048818588257,3.4959888458251953,3.9183738231658936
3.5593295097351074,3.4959259033203125,3.918022632598877
3.559150457382202,3.4964494705200195,3.9182448387145996
3.559150457382202,3.4964494705200195,3.9182448387145996
3.5582001209259033,3.4959657192230225,3.917698621749878
3.5586907863616943,3.4970359802246094,3.9186761379241943
3.5591015815734863,3.4969754219055176,3.918774127960205
3.5596261024475098,3.49786114692688,3.9198379516601562
3.5596261024475098,3.49786114692688,3.9198379516601562
3.559887647628784,3.497751474380493,3.919670581817627
3.560210943222046,3.4987494945526123,3.9204535484313965
3.5616085529327393,3.4985437393188477,3.921440601348877
3.561919927597046,3.4992167949676514,3.9226033687591553
3.5624828338623047,3.4977328777313232,3.9226670265197754
3.5624828338623047,3.4977328777313232,3.9226670265197754
3.5617172718048096,3.4972240924835205,3.922266721725464
3.5615530014038086,3.496584892272949,3.921823740005493
3.5603058338165283,3.495701789855957,3.9205515384674072
3.5603058338165283,3.495701789855957,3.9205515384674072
3.5609545707702637,3.494720220565796,3.920769214630127
3.561339855194092,3.4944562911987305,3.9211409091949463
3.561856985092163,3.494201898574829,3.9220364093780518
3.561791181564331,3.4935824871063232,3.9221296310424805
3.561791181564331,3.4935824871063232,3.9221296310424805
3.5618655681610107,3.4927968978881836,3.9222006797790527
3.5619966983795166,3.492446184158325,3.9222612380981445
3.5620510578155518,3.492083787918091,3.9221699237823486
3.562328815460205,3.4927945137023926,3.9226996898651123
3.562328815460205,3.4927945137023926,3.9226996898651123
3.5624282360076904,3.493051290512085,3.9229183197021484
3.562493085861206,3.493333578109741,3.9230215549468994
3.562650680541992,3.493030548095703,3.923027515411377
3.562521457672119,3.492047071456909,3.9225566387176514
3.562521457672119,3.492047071456909,3.9225566387176514
3.562772274017334,3.49318528175354,3.9226183891296387
3.5628931522369385,3.4947705268859863,3.922672986984253
3.563377857208252,3.496345281600952,3.923203706741333
3.563413381576538,3.496738910675049,3.9235055446624756
3.5633652210235596,3.4969778060913086,3.923600435256958
3.5633652210235596,3.4969778060913086,3.923600435256958
3.562440872192383,3.4965035915374756,3.9230992794036865
3.5624735355377197,3.495466947555542,3.9227190017700195
3.5620901584625244,3.495112895965576,3.922828435897827
3.5620901584625244,3.495112895965576,3.922828435897827
3.5623528957366943,3.4955642223358154,3.9231374263763428
3.5621132850646973,3.4962894916534424,3.9227356910705566
3.5623576641082764,3.4973089694976807,3.922760248184204
3.562037944793701,3.4985270500183105,3.922734022140503
3.562037944793701,3.4985270500183105,3.922734022140503
3.562227964401245,3.4990732669830322,3.923138380050659
3.5622825622558594,3.4986588954925537,3.9234580993652344
3.561795473098755,3.498322010040283,3.92318058013916
